last,first,pos,num,won,lost,dz_won,nz_won,oz_won,p1_won,p2_won,p3_won,ot_won,5v5_won,ev_won,sh_won,pp_won,dz_lost,nz_lost,oz_lost,p1_lost,p2_lost,p3_lost,ot_lost,5v5_lost,ev_lost,sh_lost,pp_lost
ELLIOTT,BRIAN,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,16.0,10.0,5.0,4.0,7.0,8.0,3.0,5.0,0.0,11.0,11.0,3.0,2.0,7.0,1.0,2.0,3.0,5.0,2.0,0.0,5.0,5.0,3.0,2.0
STREET,BEN,C,10,26.0,21.0,10.0,12.0,4.0,10.0,7.0,9.0,0.0,26.0,26.0,0.0,0.0,8.0,10.0,3.0,4.0,7.0,10.0,0.0,21.0,21.0,0.0,0.0
SCHENN,BRAYDEN,C,10,52.0,64.0,12.0,18.0,22.0,15.0,20.0,17.0,0.0,47.0,47.0,0.0,5.0,14.0,19.0,31.0,25.0,20.0,19.0,0.0,52.0,55.0,0.0,9.0
SISSONS,COLTON,C,10,59.0,54.0,28.0,25.0,6.0,24.0,17.0,18.0,0.0,51.0,52.0,6.0,1.0,26.0,22.0,6.0,17.0,20.0,17.0,0.0,51.0,51.0,3.0,0.0
MILLER,J.T.,C,10,68.0,89.0,13.0,17.0,38.0,20.0,24.0,24.0,0.0,44.0,49.0,0.0,19.0,10.0,21.0,58.0,20.0,35.0,31.0,3.0,56.0,67.0,0.0,22.0
SCHROEDER,JORDAN,C,10,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
RICHARDS,MIKE,C,10,235.0,240.0,90.0,73.0,72.0,85.0,72.0,78.0,0.0,175.0,176.0,57.0,2.0,113.0,79.0,48.0,73.0,79.0,87.0,1.0,175.0,181.0,55.0,4.0
PRINCE,SHANE,C,10,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SCHNEIDER,COLE,L,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,10.0,21.0,4.0,5.0,1.0,1.0,3.0,6.0,0.0,10.0,10.0,0.0,0.0,5.0,10.0,6.0,7.0,8.0,6.0,0.0,20.0,20.0,0.0,1.0
SHARP,PATRICK,L,10,16.0,17.0,3.0,3.0,10.0,5.0,3.0,7.0,1.0,8.0,10.0,0.0,6.0,1.0,5.0,11.0,4.0,7.0,6.0,0.0,10.0,11.0,2.0,4.0
PERRY,COREY,R,10,2.0,8.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,5.0,1.0,2.0,0.0,6.0,8.0,0.0,0.0
VERSTEEG,KRIS,R,10,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
YAKUPOV,NAIL,R,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
UPSHALL,SCOTTIE,R,10,12.0,22.0,6.0,4.0,2.0,2.0,5.0,5.0,0.0,11.0,11.0,0.0,1.0,6.0,9.0,7.0,4.0,7.0,11.0,0.0,17.0,17.0,5.0,0.0
DESJARDINS,ANDREW,C,11,43.0,44.0,19.0,12.0,12.0,13.0,13.0,17.0,0.0,33.0,33.0,7.0,3.0,19.0,14.0,11.0,10.0,16.0,17.0,1.0,30.0,32.0,12.0,0.0
KOPITAR,ANZE,C,11,950.0,826.0,353.0,277.0,320.0,297.0,320.0,315.0,18.0,630.0,702.0,129.0,119.0,292.0,258.0,276.0,264.0,277.0,275.0,10.0,576.0,630.0,130.0,66.0
PIRRI,BRANDON,C,11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
BOYLE,BRIAN,C,11,346.0,336.0,154.0,103.0,89.0,112.0,121.0,112.0,1.0,271.0,279.0,54.0,13.0,136.0,104.0,96.0,107.0,109.0,120.0,0.0,241.0,248.0,73.0,15.0
HODGSON,CODY,C,11,46.0,52.0,14.0,17.0,15.0,14.0,23.0,9.0,0.0,44.0,45.0,1.0,0.0,18.0,15.0,19.0,17.0,20.0,15.0,0.0,52.0,52.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,7.0,11.0,3.0,1.0,3.0,1.0,4.0,2.0,0.0,4.0,5.0,0.0,2.0,3.0,1.0,7.0,0.0,6.0,4.0,1.0,8.0,11.0,0.0,0.0
STAAL,JORDAN,C,11,806.0,589.0,286.0,291.0,229.0,273.0,246.0,266.0,21.0,571.0,627.0,96.0,83.0,227.0,216.0,146.0,169.0,196.0,208.0,16.0,433.0,479.0,69.0,41.0
PORTER,KEVIN,C,11,44.0,43.0,8.0,18.0,18.0,14.0,19.0,11.0,0.0,41.0,42.0,2.0,0.0,16.0,17.0,10.0,15.0,13.0,15.0,0.0,33.0,33.0,8.0,2.0
HANZAL,MARTIN,C,11,586.0,461.0,153.0,182.0,251.0,188.0,202.0,192.0,4.0,398.0,421.0,32.0,133.0,128.0,147.0,186.0,145.0,147.0,166.0,3.0,324.0,342.0,35.0,84.0
BACKLUND,MIKAEL,C,11,539.0,604.0,200.0,193.0,146.0,170.0,178.0,183.0,8.0,423.0,448.0,54.0,37.0,239.0,196.0,169.0,175.0,220.0,206.0,3.0,453.0,478.0,84.0,42.0
PRINCE,SHANE,C,11,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYMAN,ZACH,C,11,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
LERG,BRYAN,L,11,17.0,16.0,8.0,9.0,0.0,6.0,5.0,6.0,0.0,16.0,16.0,1.0,0.0,7.0,6.0,3.0,4.0,5.0,7.0,0.0,14.0,14.0,2.0,0.0
MCKENZIE,CURTIS,L,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALVERT,MATT,L,11,7.0,7.0,1.0,1.0,5.0,0.0,3.0,4.0,0.0,6.0,7.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,3.0,0.0,6.0,7.0,0.0,0.0
PARISE,ZACH,L,11,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0
GALLAGHER,BRENDAN,R,11,12.0,17.0,0.0,1.0,11.0,5.0,3.0,4.0,0.0,5.0,6.0,0.0,6.0,0.0,1.0,16.0,6.0,9.0,2.0,0.0,12.0,12.0,0.0,5.0
HAYES,JIMMY,R,11,42.0,70.0,10.0,2.0,30.0,10.0,13.0,19.0,0.0,33.0,33.0,0.0,9.0,23.0,4.0,43.0,18.0,26.0,26.0,0.0,52.0,52.0,0.0,18.0
GIONTA,STEPHEN,R,11,291.0,400.0,102.0,123.0,66.0,94.0,116.0,81.0,0.0,254.0,255.0,28.0,8.0,148.0,157.0,95.0,142.0,132.0,124.0,2.0,354.0,362.0,33.0,5.0
STAAL,ERIC,C,12,446.0,396.0,118.0,145.0,183.0,126.0,165.0,151.0,4.0,366.0,381.0,8.0,57.0,114.0,145.0,137.0,131.0,128.0,129.0,8.0,323.0,341.0,12.0,43.0
LEHTERA,JORI,C,12,485.0,484.0,112.0,167.0,206.0,161.0,184.0,133.0,7.0,381.0,414.0,11.0,60.0,132.0,173.0,179.0,144.0,157.0,176.0,7.0,405.0,436.0,15.0,33.0
BAILEY,JOSH,C,12,14.0,20.0,5.0,5.0,4.0,3.0,6.0,1.0,4.0,7.0,11.0,2.0,1.0,6.0,4.0,10.0,2.0,7.0,11.0,0.0,14.0,16.0,3.0,1.0
FISHER,MIKE,C,12,668.0,582.0,222.0,226.0,220.0,210.0,223.0,225.0,10.0,500.0,534.0,55.0,79.0,205.0,151.0,226.0,177.0,186.0,211.0,8.0,408.0,452.0,56.0,74.0
MARLEAU,PATRICK,C,12,267.0,258.0,91.0,79.0,97.0,99.0,83.0,80.0,5.0,207.0,218.0,27.0,22.0,91.0,98.0,69.0,77.0,88.0,92.0,1.0,217.0,225.0,24.0,9.0
FAKSA,RADEK,C,12,197.0,204.0,71.0,68.0,58.0,72.0,59.0,66.0,0.0,167.0,177.0,17.0,3.0,83.0,76.0,45.0,65.0,78.0,61.0,0.0,172.0,177.0,25.0,2.0
BOUCHER,REID,C,12,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
KLINKHAMMER,ROB,C,12,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOVEJOY,BEN,D,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAILLE,DANIEL,L,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
RAFFL,MICHAEL,L,12,33.0,49.0,7.0,14.0,12.0,10.0,14.0,9.0,0.0,25.0,26.0,0.0,7.0,12.0,14.0,23.0,12.0,17.0,20.0,0.0,40.0,42.0,1.0,6.0
FLEISCHMANN,TOMAS,L,12,12.0,5.0,6.0,2.0,4.0,2.0,5.0,5.0,0.0,5.0,5.0,7.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0
RICHARDSON,BRAD,R,12,523.0,438.0,164.0,251.0,108.0,160.0,178.0,177.0,8.0,436.0,468.0,40.0,15.0,165.0,176.0,97.0,144.0,149.0,141.0,4.0,374.0,399.0,36.0,3.0
GIONTA,BRIAN,R,12,54.0,66.0,13.0,10.0,31.0,8.0,29.0,17.0,0.0,23.0,23.0,8.0,23.0,13.0,21.0,32.0,21.0,22.0,22.0,1.0,32.0,35.0,10.0,21.0
JONES,DAVID,R,12,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
STAFFORD,DREW,R,12,51.0,50.0,1.0,20.0,30.0,14.0,14.0,23.0,0.0,30.0,35.0,13.0,3.0,2.0,21.0,27.0,15.0,16.0,19.0,0.0,28.0,33.0,13.0,4.0
IGINLA,JAROME,R,12,61.0,54.0,11.0,10.0,40.0,15.0,16.0,30.0,0.0,47.0,52.0,0.0,9.0,8.0,14.0,32.0,12.0,18.0,24.0,0.0,42.0,45.0,0.0,9.0
GABORIK,MARIAN,R,12,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
PAQUETTE,CEDRIC,C,13,141.0,142.0,52.0,50.0,39.0,40.0,49.0,52.0,0.0,111.0,117.0,21.0,3.0,61.0,48.0,33.0,42.0,47.0,52.0,1.0,97.0,103.0,35.0,4.0
JANMARK,MATTIAS,C,13,94.0,166.0,24.0,33.0,37.0,33.0,34.0,27.0,0.0,83.0,86.0,2.0,6.0,42.0,59.0,65.0,53.0,64.0,48.0,1.0,143.0,152.0,5.0,9.0
BONINO,NICK,C,13,463.0,455.0,183.0,147.0,133.0,153.0,150.0,154.0,6.0,325.0,353.0,63.0,47.0,174.0,145.0,136.0,160.0,149.0,144.0,2.0,330.0,348.0,77.0,30.0
DATSYUK,PAVEL,C,13,599.0,517.0,117.0,190.0,292.0,182.0,177.0,229.0,11.0,426.0,489.0,1.0,109.0,113.0,162.0,242.0,140.0,191.0,172.0,14.0,394.0,436.0,4.0,77.0
TANEV,BRANDON,L,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUDREAU,JOHNNY,L,13,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
CLIFFORD,KYLE,L,13,3.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0
CAMMALLERI,MICHAEL,L,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMMALLERI,MIKE,L,13,7.0,7.0,0.0,1.0,6.0,1.0,1.0,3.0,2.0,5.0,7.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,3.0,5.0,0.0,2.0
PAUL,NICK,L,13,31.0,29.0,14.0,11.0,6.0,9.0,13.0,9.0,0.0,30.0,30.0,0.0,1.0,13.0,7.0,9.0,10.0,13.0,6.0,0.0,29.0,29.0,0.0,0.0
SEMIN,ALEXANDER,R,13,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATKINSON,CAM,R,13,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
HAYES,KEVIN,R,13,137.0,244.0,25.0,63.0,49.0,60.0,37.0,38.0,2.0,125.0,128.0,0.0,9.0,43.0,117.0,84.0,89.0,82.0,73.0,0.0,229.0,235.0,1.0,8.0
BROWN,MIKE,R,13,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HENRIQUE,ADAM,C,14,617.0,764.0,230.0,179.0,208.0,198.0,198.0,214.0,7.0,419.0,463.0,70.0,84.0,277.0,226.0,261.0,263.0,231.0,249.0,21.0,529.0,578.0,96.0,90.0
GREENING,COLIN,C,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYQUIST,GUSTAV,C,14,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
VITALE,JOE,C,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
EBERLE,JORDAN,C,14,5.0,3.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0
GERBE,NATHAN,C,14,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0
COUTURIER,SEAN,C,14,537.0,568.0,209.0,183.0,145.0,178.0,190.0,157.0,12.0,425.0,452.0,48.0,37.0,190.0,215.0,163.0,184.0,198.0,175.0,11.0,439.0,481.0,41.0,46.0
PLEKANEC,TOMAS,C,14,804.0,811.0,276.0,261.0,267.0,265.0,276.0,251.0,12.0,570.0,615.0,77.0,112.0,242.0,287.0,282.0,243.0,283.0,279.0,6.0,570.0,622.0,84.0,105.0
EKHOLM,MATTIAS,D,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HICKEY,THOMAS,D,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURROWS,ALEXANDRE,L,14,10.0,12.0,3.0,2.0,5.0,2.0,4.0,4.0,0.0,2.0,2.0,5.0,3.0,4.0,6.0,2.0,3.0,7.0,1.0,1.0,3.0,3.0,9.0,0.0
COMEAU,BLAKE,L,14,276.0,290.0,130.0,63.0,83.0,77.0,97.0,100.0,2.0,163.0,176.0,65.0,35.0,144.0,59.0,87.0,90.0,95.0,102.0,3.0,168.0,185.0,78.0,27.0
KUNITZ,CHRIS,L,14,5.0,6.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,3.0
BENN,JAMIE,L,14,226.0,252.0,63.0,28.0,135.0,69.0,73.0,82.0,2.0,150.0,164.0,6.0,56.0,74.0,40.0,138.0,88.0,87.0,77.0,0.0,156.0,166.0,8.0,78.0
PELUSO,ANTHONY,R,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONNOLLY,BRETT,R,14,14.0,17.0,0.0,2.0,12.0,6.0,5.0,3.0,0.0,7.0,8.0,0.0,6.0,3.0,1.0,13.0,4.0,6.0,7.0,0.0,13.0,13.0,0.0,4.0
FONTAINE,JUSTIN,R,14,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
WILLIAMS,JUSTIN,R,14,57.0,52.0,6.0,9.0,42.0,17.0,28.0,12.0,0.0,20.0,21.0,6.0,30.0,9.0,16.0,27.0,19.0,19.0,12.0,2.0,18.0,20.0,13.0,19.0
PANIK,RICHARD,R,14,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
TIKHONOV,VIKTOR,R,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
NESTRASIL,ANDREJ,C,15,8.0,17.0,0.0,2.0,6.0,4.0,2.0,2.0,0.0,7.0,7.0,0.0,1.0,2.0,2.0,13.0,5.0,8.0,4.0,0.0,13.0,14.0,0.0,3.0
ANDREOFF,ANDY,C,15,134.0,134.0,33.0,45.0,56.0,54.0,48.0,32.0,0.0,132.0,132.0,1.0,1.0,40.0,37.0,57.0,51.0,45.0,38.0,0.0,130.0,130.0,1.0,3.0
ANISIMOV,ARTEM,C,15,507.0,641.0,127.0,171.0,209.0,167.0,176.0,159.0,5.0,374.0,397.0,40.0,70.0,159.0,234.0,248.0,227.0,216.0,197.0,1.0,464.0,475.0,86.0,80.0
GORDON,BOYD,C,15,526.0,383.0,339.0,117.0,70.0,164.0,166.0,196.0,0.0,363.0,380.0,144.0,2.0,238.0,96.0,49.0,120.0,133.0,128.0,2.0,252.0,260.0,122.0,1.0
SMITH,CRAIG,C,15,76.0,154.0,1.0,8.0,67.0,30.0,27.0,18.0,1.0,57.0,60.0,0.0,16.0,0.0,7.0,147.0,50.0,56.0,48.0,0.0,115.0,121.0,1.0,32.0
EICHEL,JACK,C,15,402.0,578.0,125.0,144.0,133.0,124.0,142.0,126.0,10.0,353.0,378.0,7.0,17.0,192.0,202.0,184.0,167.0,207.0,198.0,6.0,507.0,535.0,14.0,29.0
SHEAHAN,RILEY,C,15,358.0,424.0,132.0,126.0,100.0,138.0,120.0,100.0,0.0,276.0,289.0,52.0,17.0,142.0,141.0,141.0,144.0,148.0,130.0,2.0,329.0,337.0,64.0,23.0
FABBRI,ROBBY,C,15,6.0,9.0,0.0,2.0,4.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,2.0,1.0,6.0,7.0,0.0,2.0,0.0,7.0,7.0,0.0,2.0
GETZLAF,RYAN,C,15,602.0,617.0,171.0,165.0,266.0,200.0,198.0,197.0,7.0,434.0,452.0,25.0,125.0,167.0,197.0,253.0,200.0,220.0,192.0,5.0,468.0,491.0,31.0,95.0
SMITH,ZACK,C,15,380.0,349.0,146.0,119.0,115.0,117.0,117.0,142.0,4.0,283.0,304.0,43.0,33.0,132.0,125.0,92.0,108.0,110.0,130.0,1.0,252.0,261.0,58.0,30.0
SMID,LADISLAV,D,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEL ZOTTO,MICHAEL,D,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEMETH,PATRIK,D,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLASS,TANNER,L,15,6.0,14.0,2.0,0.0,4.0,2.0,0.0,4.0,0.0,6.0,6.0,0.0,0.0,1.0,6.0,7.0,6.0,2.0,6.0,0.0,12.0,12.0,2.0,0.0
FLEISCHMANN,TOMAS,L,15,12.0,14.0,0.0,3.0,9.0,5.0,4.0,2.0,1.0,11.0,12.0,0.0,0.0,1.0,7.0,6.0,4.0,5.0,5.0,0.0,12.0,14.0,0.0,0.0
CLUTTERBUCK,CAL,R,15,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
DORSETT,DEREK,R,15,3.0,7.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,2.0,5.0,0.0,0.0,5.0,5.0,2.0,0.0
HALISCHUK,MATT,R,15,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
PARENTEAU,PIERRE-ALEXANDRE,R,15,4.0,14.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,11.0,4.0,6.0,4.0,0.0,11.0,13.0,0.0,1.0
RUUTU,TUOMO,R,15,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0
BARKOV,ALEKSANDER,C,16,569.0,587.0,184.0,199.0,186.0,170.0,202.0,188.0,9.0,404.0,453.0,54.0,62.0,193.0,219.0,175.0,211.0,191.0,181.0,4.0,439.0,467.0,53.0,67.0
BASS,CODY,C,16,12.0,9.0,8.0,1.0,3.0,2.0,4.0,6.0,0.0,12.0,12.0,0.0,0.0,4.0,4.0,1.0,1.0,2.0,6.0,0.0,9.0,9.0,0.0,0.0
BRASSARD,DERICK,C,16,676.0,670.0,159.0,205.0,312.0,243.0,221.0,206.0,6.0,529.0,552.0,8.0,116.0,166.0,220.0,284.0,213.0,244.0,207.0,6.0,549.0,580.0,7.0,83.0
LINDHOLM,ELIAS,C,16,213.0,221.0,52.0,35.0,126.0,76.0,63.0,71.0,3.0,135.0,143.0,9.0,61.0,69.0,42.0,110.0,68.0,59.0,90.0,4.0,151.0,166.0,16.0,39.0
FEHR,ERIC,C,16,107.0,135.0,38.0,42.0,27.0,34.0,42.0,30.0,1.0,95.0,98.0,5.0,4.0,60.0,48.0,27.0,48.0,49.0,38.0,0.0,111.0,116.0,13.0,6.0
